"rental_date","return_date","film_title","store_address","customer_name","customer_email","customer_address"
"2005-05-26 20:01:09","2005-05-28 15:09:09","LOUISIANA HARRY","28 MySQL Boulevard","HENDERSON, ANDREA","ANDREA.HENDERSON@sakilacustomer.org","320 Baiyin Parkway"
"2005-05-26 20:08:33","2005-05-30 00:32:33","MUSCLE BRIGHT","28 MySQL Boulevard","ISBELL, FREDERICK","FREDERICK.ISBELL@sakilacustomer.org","1404 Taguig Drive"
"2005-05-26 20:20:47","2005-06-03 02:06:47","BUTTERFLY CHOCOLAT","47 MySakila Drive","MALCOLM, CLIFTON","CLIFTON.MALCOLM@sakilacustomer.org","1489 Kakamigahara Lane"
"2005-05-26 20:22:12","2005-06-05 00:58:12","UPRISING UPTOWN","47 MySakila Drive","RAPP, ANDRE","ANDRE.RAPP@sakilacustomer.org","568 Dhule (Dhulia) Loop"
"2005-05-26 20:27:02","2005-06-03 16:45:02","HANKY OCTOBER","47 MySakila Drive","STONE, VERONICA","VERONICA.STONE@sakilacustomer.org","369 Papeete Way"
"2005-05-26 20:29:57","2005-05-28 17:20:57","MOVIE SHAKESPEARE","47 MySakila Drive","WHEAT, FRED","FRED.WHEAT@sakilacustomer.org","433 Florencia Street"
"2005-05-26 20:33:20","2005-05-27 18:23:20","TEEN APOLLO","28 MySQL Boulevard","HOWARD, ROSE","ROSE.HOWARD@sakilacustomer.org","698 Otsu Street"
"2005-05-26 20:35:19","2005-06-04 02:31:19","STONE FIRE","47 MySakila Drive","CARY, TIM","TIM.CARY@sakilacustomer.org","1257 Guadalajara Street"
"2005-05-26 20:48:48","2005-05-27 19:52:48","GANGS PRIDE","28 MySQL Boulevard","EVANS, ANN","ANN.EVANS@sakilacustomer.org","909 Garland Manor"
"2005-05-26 20:52:26","2005-05-29 22:08:26","DONNIE ALLEY","47 MySakila Drive","BOSTIC, LEON","LEON.BOSTIC@sakilacustomer.org","734 Tanshui Avenue"
"2005-05-26 20:55:36","2005-05-28 00:25:36","WANDA CHAMBER","47 MySakila Drive","BETANCOURT, MIGUEL","MIGUEL.BETANCOURT@sakilacustomer.org","319 Springs Loop"
"2005-05-26 20:57:00","2005-06-05 01:34:00","BAREFOOT MANCHURIAN","47 MySakila Drive","PARKER, FRANCES","FRANCES.PARKER@sakilacustomer.org","686 Garland Manor"
"2005-05-26 21:06:14","2005-06-01 01:54:14","SADDLE ANTITRUST","28 MySQL Boulevard","JENNINGS, NAOMI","NAOMI.JENNINGS@sakilacustomer.org","1884 Shikarpur Avenue"
"2005-05-26 21:13:46","2005-06-03 15:49:46","ORANGE GRAPES","28 MySQL Boulevard","SCHILLING, JESSE","JESSE.SCHILLING@sakilacustomer.org","514 Ife Way"
"2005-05-26 21:16:52","2005-05-27 23:41:52","DOUBTFIRE LABYRINTH","28 MySQL Boulevard","FORSYTHE, ENRIQUE","ENRIQUE.FORSYTHE@sakilacustomer.org","1101 Bucuresti Boulevard"
"2005-05-26 21:21:28","2005-06-02 00:05:28","GORGEOUS BINGO","28 MySQL Boulevard","JUNG, CHRISTIAN","CHRISTIAN.JUNG@sakilacustomer.org","949 Allende Lane"
"2005-05-26 21:22:07","2005-06-02 22:33:07","MOB DUFFEL","28 MySQL Boulevard","KENYON, JEROME","JEROME.KENYON@sakilacustomer.org","1872 Toulon Loop"
"2005-05-26 21:31:57","2005-05-28 19:37:57","MUSIC BOONDOCK","28 MySQL Boulevard","EMMONS, KURT","KURT.EMMONS@sakilacustomer.org","1421 Quilmes Lane"
"2005-05-26 21:48:13","2005-06-04 22:24:13","DORADO NOTTING","47 MySakila Drive","SELBY, AARON","AARON.SELBY@sakilacustomer.org","1519 Santiago de los Caballeros Loop"
"2005-05-26 22:01:39","2005-06-04 20:24:39","ARTIST COLDBLOODED","28 MySQL Boulevard","JIMENEZ, OLGA","OLGA.JIMENEZ@sakilacustomer.org","556 Baybay Manor"
"2005-05-26 22:38:10","2005-06-02 03:10:10","HOLOCAUST HIGHBALL","47 MySakila Drive","BREWER, VICKIE","VICKIE.BREWER@sakilacustomer.org","1966 Tonghae Street"
"2005-05-26 22:41:07","2005-06-02 04:09:07","CAUSE DATE","28 MySQL Boulevard","MOELLER, RODNEY","RODNEY.MOELLER@sakilacustomer.org","1936 Lapu-Lapu Parkway"
"2005-05-26 22:51:37","2005-06-01 00:02:37","NETWORK PEAK","47 MySakila Drive","FIELDS, VICKI","VICKI.FIELDS@sakilacustomer.org","68 Molodetno Manor"
"2005-05-26 22:52:19","2005-06-02 18:14:19","HOUSE DYNAMITE","28 MySQL Boulevard","GORDON, LESLIE","LESLIE.GORDON@sakilacustomer.org","374 Bat Yam Boulevard"
"2005-05-26 22:56:19","2005-05-29 01:29:19","TRADING PINOCCHIO","28 MySQL Boulevard","HIATT, EDUARDO","EDUARDO.HIATT@sakilacustomer.org","1837 Kaduna Parkway"
"2005-05-26 23:09:41","2005-05-28 22:49:41","NONE SPIKING","47 MySakila Drive","RYAN, TARA","TARA.RYAN@sakilacustomer.org","1688 Nador Lane"
"2005-05-26 23:12:55","2005-05-29 23:33:55","NIGHTMARE CHILL","28 MySQL Boulevard","GARRETT, NELLIE","NELLIE.GARRETT@sakilacustomer.org","1964 Gijn Manor"
"2005-05-26 23:22:55","2005-05-29 23:25:55","STAGECOACH ARMAGEDDON","28 MySQL Boulevard","MEDINA, DORA","DORA.MEDINA@sakilacustomer.org","1760 Oshawa Manor"
"2005-05-26 23:23:56","2005-06-01 19:56:56","AGENT TRUMAN","47 MySakila Drive","GAMEZ, CLARENCE","CLARENCE.GAMEZ@sakilacustomer.org","767 Pyongyang Drive"
"2005-05-26 23:37:39","2005-06-03 04:31:39","MASK PEACH","47 MySakila Drive","BAILEY, MILDRED","MILDRED.BAILEY@sakilacustomer.org","81 Hodeida Way"
"2005-05-26 23:52:13","2005-05-30 18:55:13","PATRIOT ROMAN","47 MySakila Drive","BENNETT, JANE","JANE.BENNETT@sakilacustomer.org","1692 Ede Loop"
"2005-05-27 00:09:24","2005-05-28 04:30:24","DOORS PRESIDENT","47 MySakila Drive","JOHNSON, PATRICIA","PATRICIA.JOHNSON@sakilacustomer.org","1121 Loja Avenue"
"2005-05-27 00:47:35","2005-06-02 00:32:35","WYOMING STORM","47 MySakila Drive","WREN, TYLER","TYLER.WREN@sakilacustomer.org","1060 Tandil Lane"
"2005-05-27 00:49:27","2005-05-30 03:12:27","LEBOWSKI SOLDIERS","28 MySQL Boulevard","SHAW, CLARA","CLARA.SHAW@sakilacustomer.org","1027 Songkhla Manor"
"2005-05-27 01:00:04","2005-05-30 04:27:04","ROCKETEER MOTHER","28 MySQL Boulevard","LAMBERT, MISTY","MISTY.LAMBERT@sakilacustomer.org","1192 Tongliao Street"
"2005-05-27 01:09:55","2005-05-31 07:01:55","MAIDEN HOME","28 MySQL Boulevard","AQUINO, OSCAR","OSCAR.AQUINO@sakilacustomer.org","956 Nam Dinh Manor"
"2005-05-27 01:10:11","2005-06-04 20:25:11","SUPER WYOMING","47 MySakila Drive","BURK, EDWIN","EDWIN.BURK@sakilacustomer.org","1766 Almirante Brown Street"
"2005-05-27 01:18:57","2005-06-04 04:06:57","MODEL FISH","28 MySQL Boulevard","SULLIVAN, DAWN","DAWN.SULLIVAN@sakilacustomer.org","454 Nakhon Sawan Boulevard"
"2005-05-27 01:29:31","2005-06-01 02:27:31","MALKOVICH PET","28 MySQL Boulevard","REA, JIM","JIM.REA@sakilacustomer.org","814 Simferopol Loop"
"2005-05-27 01:57:14","2005-05-31 04:19:14","MISSION ZOOLANDER","28 MySQL Boulevard","JACOBS, GEORGIA","GEORGIA.JACOBS@sakilacustomer.org","954 Kimchon Place"
"2005-05-27 02:15:30","2005-06-04 05:09:30","FRENCH HOLIDAY","47 MySakila Drive","BOWMAN, CAROLINE","CAROLINE.BOWMAN@sakilacustomer.org","1309 Weifang Street"
"2005-05-27 02:22:26","2005-06-05 00:25:26","HEAD STRANGER","28 MySQL Boulevard","TORRES, KELLY","KELLY.TORRES@sakilacustomer.org","1586 Guaruj Place"
"2005-05-27 02:27:10","2005-06-03 01:26:10","FREDDY STORM","28 MySQL Boulevard","GANNON, JAMES","JAMES.GANNON@sakilacustomer.org","1635 Kuwana Boulevard"
"2005-05-27 02:52:21","2005-06-01 00:55:21","SWEDEN SHINING","28 MySQL Boulevard","BUTTERFIELD, ALLEN","ALLEN.BUTTERFIELD@sakilacustomer.org","791 Salinas Street"
"2005-05-27 03:03:07","2005-05-29 03:54:07","SUNRISE LEAGUE","28 MySQL Boulevard","CHAVEZ, KRISTEN","KRISTEN.CHAVEZ@sakilacustomer.org","345 Oshawa Boulevard"
"2005-05-27 03:07:10","2005-06-05 00:15:10","FEUD FROGMEN","47 MySakila Drive","MARTIN, SANDRA","SANDRA.MARTIN@sakilacustomer.org","360 Toulouse Parkway"
"2005-05-27 03:15:23","2005-05-29 22:43:23","HALLOWEEN NUTS","47 MySakila Drive","BARNETT, CAROLE","CAROLE.BARNETT@sakilacustomer.org","1980 Kamjanets-Podilskyi Street"
"2005-05-27 03:22:30","2005-06-02 03:27:30","COAST RAINBOW","28 MySQL Boulevard","MARTINEZ, RUTH","RUTH.MARTINEZ@sakilacustomer.org","1417 Lancaster Avenue"
"2005-05-27 03:42:52","2005-06-01 05:23:52","MERMAID INSECTS","28 MySQL Boulevard","STEPHENS, LORRAINE","LORRAINE.STEPHENS@sakilacustomer.org","154 Tallahassee Loop"
"2005-05-27 03:47:18","2005-06-04 05:46:18","LOCK REAR","28 MySQL Boulevard","NOE, ELMER","ELMER.NOE@sakilacustomer.org","1768 Udine Loop"
"2005-05-27 03:55:25","2005-06-04 07:57:25","DARKO DORADO","28 MySQL Boulevard","CHAPMAN, TONYA","TONYA.CHAPMAN@sakilacustomer.org","43 Dadu Avenue"
"2005-05-27 04:01:42","2005-06-05 08:51:42","TRAMP OTHERS","28 MySQL Boulevard","COOK, GLORIA","GLORIA.COOK@sakilacustomer.org","1668 Saint Louis Place"
"2005-05-27 04:11:04","2005-05-29 01:28:04","TALENTED HOMICIDE","28 MySQL Boulevard","BOLIN, MATHEW","MATHEW.BOLIN@sakilacustomer.org","163 Augusta-Richmond County Loop"
"2005-05-27 04:13:41","2005-05-28 08:34:41","RESURRECTION SILVERADO","47 MySakila Drive","WILES, JON","JON.WILES@sakilacustomer.org","659 Gatineau Boulevard"
"2005-05-27 04:30:22","2005-05-29 10:13:22","LABYRINTH LEAGUE","28 MySQL Boulevard","DEAN, MARCIA","MARCIA.DEAN@sakilacustomer.org","1479 Rustenburg Boulevard"
"2005-05-27 04:32:25","2005-05-31 09:50:25","FATAL HAUNTED","28 MySQL Boulevard","SHAW, CLARA","CLARA.SHAW@sakilacustomer.org","1027 Songkhla Manor"
"2005-05-27 04:34:41","2005-06-05 04:24:41","VIDEOTAPE ARSENIC","47 MySakila Drive","WHITE, BETTY","BETTY.WHITE@sakilacustomer.org","770 Bydgoszcz Avenue"
"2005-05-27 04:40:33","2005-05-28 09:56:33","GHOSTBUSTERS ELF","28 MySQL Boulevard","CULPEPPER, EUGENE","EUGENE.CULPEPPER@sakilacustomer.org","686 Donostia-San Sebastin Lane"
"2005-05-27 04:50:56","2005-06-01 04:43:56","HANGING DEEP","28 MySQL Boulevard","OLIVARES, JORGE","JORGE.OLIVARES@sakilacustomer.org","1078 Stara Zagora Drive"
"2005-05-27 04:53:11","2005-05-28 06:33:11","ORANGE GRAPES","28 MySQL Boulevard","ADAMS, KATHLEEN","KATHLEEN.ADAMS@sakilacustomer.org","334 Munger (Monghyr) Lane"
"2005-05-27 05:01:28","2005-06-04 05:01:28","MULAN MOON","28 MySQL Boulevard","MOORE, MARGARET","MARGARET.MOORE@sakilacustomer.org","613 Korolev Drive"
"2005-05-27 05:39:03","2005-06-01 11:10:03","ROCKY WAR","28 MySQL Boulevard","CRUZ, KIM","KIM.CRUZ@sakilacustomer.org","333 Goinia Way"
"2005-05-27 05:48:19","2005-05-29 09:05:19","WAIT CIDER","47 MySakila Drive","ROSE, DARLENE","DARLENE.ROSE@sakilacustomer.org","1386 Nakhon Sawan Boulevard"
"2005-05-27 06:03:39","2005-06-03 04:39:39","SUSPECTS QUILLS","28 MySQL Boulevard","BARCLAY, ANGEL","ANGEL.BARCLAY@sakilacustomer.org","496 Celaya Drive"
"2005-05-27 06:12:26","2005-06-01 06:48:26","ICE CROSSING","47 MySakila Drive","MILNER, TOM","TOM.MILNER@sakilacustomer.org","535 Ahmadnagar Manor"
"2005-05-27 06:15:33","2005-06-01 02:50:33","ANTHEM LUKE","47 MySakila Drive","CULP, THEODORE","THEODORE.CULP@sakilacustomer.org","1704 Tambaram Manor"
"2005-05-27 06:32:30","2005-05-30 06:24:30","NORTHWEST POLISH","28 MySQL Boulevard","BARKLEY, VICTOR","VICTOR.BARKLEY@sakilacustomer.org","401 Sucre Boulevard"
"2005-05-27 06:37:15","2005-05-30 07:04:15","WEDDING APOLLO","47 MySakila Drive","KELLEY, ELSIE","ELSIE.KELLEY@sakilacustomer.org","955 Bamenda Way"
"2005-05-27 06:43:59","2005-05-29 11:28:59","HOBBIT ALIEN","47 MySakila Drive","FORD, CRYSTAL","CRYSTAL.FORD@sakilacustomer.org","659 Vaduz Drive"
"2005-05-27 06:48:33","2005-05-29 03:55:33","DRIVING POLISH","47 MySakila Drive","MILLS, ALICIA","ALICIA.MILLS@sakilacustomer.org","1963 Moscow Place"
"2005-05-27 06:51:14","2005-06-03 01:58:14","SATURDAY LAMBS","28 MySQL Boulevard","HIATT, EDUARDO","EDUARDO.HIATT@sakilacustomer.org","1837 Kaduna Parkway"
"2005-05-27 07:03:28","2005-05-31 08:01:28","ACADEMY DINOSAUR","28 MySQL Boulevard","STANFIELD, SERGIO","SERGIO.STANFIELD@sakilacustomer.org","1402 Zanzibar Boulevard"
"2005-05-27 07:10:25","2005-06-01 08:34:25","KWAI HOMEWARD","28 MySQL Boulevard","ROBERTSON, JOANNE","JOANNE.ROBERTSON@sakilacustomer.org","1337 Lincoln Parkway"
"2005-05-27 07:14:00","2005-05-28 12:22:00","VALLEY PACKER","47 MySakila Drive","ARTIS, CARL","CARL.ARTIS@sakilacustomer.org","1628 Nagareyama Lane"
"2005-05-27 07:20:12","2005-05-31 10:44:12","CONTROL ANTHEM","47 MySakila Drive","HOULE, RAY","RAY.HOULE@sakilacustomer.org","740 Udaipur Lane"
"2005-05-27 07:31:20","2005-06-04 04:46:20","ODDS BOOGIE","28 MySQL Boulevard","PIERCE, SALLY","SALLY.PIERCE@sakilacustomer.org","1540 Wroclaw Drive"
"2005-05-27 07:33:54","2005-06-04 01:55:54","BLADE POLISH","47 MySakila Drive","BOYD, EMMA","EMMA.BOYD@sakilacustomer.org","765 Southampton Drive"
"2005-05-27 07:37:02","2005-05-30 05:43:02","RUSH GOODFELLAS","28 MySQL Boulevard","FENNELL, ALEXANDER","ALEXANDER.FENNELL@sakilacustomer.org","231 Kaliningrad Place"
"2005-05-27 07:42:29","2005-06-04 11:20:29","EGYPT TENENBAUMS","28 MySQL Boulevard","LAWTON, LAWRENCE","LAWRENCE.LAWTON@sakilacustomer.org","114 Jalib al-Shuyukh Manor"
"2005-05-27 07:46:49","2005-06-01 06:20:49","DARKNESS WAR","47 MySakila Drive","HOWLAND, MILTON","MILTON.HOWLAND@sakilacustomer.org","758 Korolev Parkway"
"2005-05-27 07:49:43","2005-06-05 06:39:43","ROBBERS JOON","28 MySQL Boulevard","RODRIGUEZ, LAURA","LAURA.RODRIGUEZ@sakilacustomer.org","28 Charlotte Amalie Street"
"2005-05-27 08:08:18","2005-06-05 03:05:18","EFFECT GLADIATOR","28 MySQL Boulevard","BATES, DAISY","DAISY.BATES@sakilacustomer.org","661 Chisinau Lane"
"2005-05-27 08:13:58","2005-06-04 03:50:58","TIMBERLAND SKY","47 MySakila Drive","EASTER, BEN","BEN.EASTER@sakilacustomer.org","886 Tonghae Place"
"2005-05-27 08:16:25","2005-06-01 11:41:25","GLASS DYING","47 MySakila Drive","KENYON, JEROME","JEROME.KENYON@sakilacustomer.org","1872 Toulon Loop"
"2005-05-27 08:26:30","2005-06-05 07:13:30","WEDDING APOLLO","28 MySQL Boulevard","JORDON, JERRY","JERRY.JORDON@sakilacustomer.org","124 al-Manama Way"
"2005-05-27 08:49:21","2005-06-04 14:11:21","HAMLET WISDOM","47 MySakila Drive","KOWALSKI, CHARLES","CHARLES.KOWALSKI@sakilacustomer.org","715 So Bernardo do Campo Lane"
"2005-05-27 08:58:15","2005-06-02 04:48:15","PULP BEVERLY","28 MySQL Boulevard","TIRADO, LONNIE","LONNIE.TIRADO@sakilacustomer.org","1658 Cuman Loop"
"2005-05-27 09:04:05","2005-06-02 03:36:05","PAST SUICIDES","47 MySakila Drive","ARNOLD, BEATRICE","BEATRICE.ARNOLD@sakilacustomer.org","1877 Ezhou Lane"
"2005-05-27 09:23:22","2005-05-29 15:20:22","JERK PAYCHECK","28 MySQL Boulevard","MORRIS, HEATHER","HEATHER.MORRIS@sakilacustomer.org","17 Kabul Boulevard"
"2005-05-27 09:25:32","2005-06-02 06:19:32","SALUTE APOLLO","28 MySQL Boulevard","TEEL, SALVADOR","SALVADOR.TEEL@sakilacustomer.org","247 Jining Parkway"
"2005-05-27 09:34:39","2005-06-04 11:45:39","GROUNDHOG UNCUT","28 MySQL Boulevard","CARROLL, JUNE","JUNE.CARROLL@sakilacustomer.org","757 Rustenburg Avenue"
"2005-05-27 09:43:25","2005-05-31 12:00:25","MOVIE SHAKESPEARE","47 MySakila Drive","POULIN, BILLY","BILLY.POULIN@sakilacustomer.org","1061 Ede Avenue"
"2005-05-27 10:12:00","2005-05-31 15:03:00","VOLCANO TEXAS","28 MySQL Boulevard","ANDREWS, IDA","IDA.ANDREWS@sakilacustomer.org","1839 Szkesfehrvr Parkway"
"2005-05-27 10:12:20","2005-06-03 10:37:20","DATE SPEED","47 MySakila Drive","PENA, ERIKA","ERIKA.PENA@sakilacustomer.org","898 Jining Lane"
"2005-05-27 10:18:20","2005-06-02 09:21:20","DADDY PITTSBURGH","47 MySakila Drive","POULIN, BILLY","BILLY.POULIN@sakilacustomer.org","1061 Ede Avenue"
"2005-05-27 10:23:25","2005-05-30 15:27:25","FURY MURDER","47 MySakila Drive","WILLIAMSON, GINA","GINA.WILLIAMSON@sakilacustomer.org","1001 Miyakonojo Lane"
"2005-05-27 10:26:31","2005-05-30 08:32:31","ENGLISH BULWORTH","47 MySakila Drive","WEST, EDNA","EDNA.WEST@sakilacustomer.org","682 Junan Way"
"2005-05-27 10:35:27","2005-06-01 13:37:27","MODERN DORADO","28 MySQL Boulevard","SEWARD, LESLIE","LESLIE.SEWARD@sakilacustomer.org","1152 al-Qatif Lane"
"2005-05-27 10:37:27","2005-05-30 05:45:27","BREAKING HOME","47 MySakila Drive","YOUNG, CYNTHIA","CYNTHIA.YOUNG@sakilacustomer.org","1425 Shikarpur Manor"
"2005-05-27 10:45:41","2005-06-05 06:22:41","CINCINATTI WHISPERER","47 MySakila Drive","KINDER, REGINALD","REGINALD.KINDER@sakilacustomer.org","519 Brescia Parkway"
"2005-05-27 11:02:26","2005-06-02 16:09:26","SOUTH WAIT","47 MySakila Drive","EVANS, ANN","ANN.EVANS@sakilacustomer.org","909 Garland Manor"
"2005-05-27 11:03:55","2005-06-01 11:59:55","JADE BUNCH","28 MySQL Boulevard","PETERS, SUE","SUE.PETERS@sakilacustomer.org","817 Bradford Loop"
"2005-05-27 11:14:42","2005-06-01 14:28:42","BEACH HEARTBREAKERS","28 MySQL Boulevard","MARKHAM, WILLIE","WILLIE.MARKHAM@sakilacustomer.org","1623 Kingstown Drive"
"2005-05-27 11:18:25","2005-05-28 07:10:25","ANYTHING SAVANNAH","47 MySakila Drive","BREWER, VICKIE","VICKIE.BREWER@sakilacustomer.org","1966 Tonghae Street"
"2005-05-27 11:26:11","2005-06-03 16:44:11","HEAVYWEIGHTS BEAST","47 MySakila Drive","JENNINGS, NAOMI","NAOMI.JENNINGS@sakilacustomer.org","1884 Shikarpur Avenue"
"2005-05-27 11:45:49","2005-05-31 13:42:49","COAST RAINBOW","28 MySQL Boulevard","OGLESBY, ISAAC","ISAAC.OGLESBY@sakilacustomer.org","186 Skikda Lane"
"2005-05-27 11:47:04","2005-05-29 10:14:04","DETECTIVE VISION","28 MySQL Boulevard","REYNOLDS, ROSA","ROSA.REYNOLDS@sakilacustomer.org","793 Cam Ranh Avenue"
"2005-05-27 12:29:02","2005-05-28 17:36:02","TROJAN TOMORROW","28 MySQL Boulevard","NOLEN, CODY","CODY.NOLEN@sakilacustomer.org","1715 Okayama Street"
"2005-05-27 12:44:03","2005-06-02 08:19:03","GOLDMINE TYCOON","28 MySQL Boulevard","ELLINGTON, MELVIN","MELVIN.ELLINGTON@sakilacustomer.org","1557 Cape Coral Parkway"
"2005-05-27 12:48:38","2005-05-29 15:27:38","CARIBBEAN LIBERTY","47 MySakila Drive","SCHMIDT, ROSEMARY","ROSEMARY.SCHMIDT@sakilacustomer.org","1215 Pyongyang Parkway"
"2005-05-27 12:51:44","2005-05-31 08:34:44","BASIC EASY","28 MySQL Boulevard","MEDINA, DORA","DORA.MEDINA@sakilacustomer.org","1760 Oshawa Manor"
"2005-05-27 12:57:55","2005-05-29 17:55:55","ISLAND EXORCIST","47 MySakila Drive","CAMPBELL, CATHERINE","CATHERINE.CAMPBELL@sakilacustomer.org","46 Pjatigorsk Lane"
"2005-05-27 13:17:18","2005-05-30 08:53:18","BROTHERHOOD BLANKET","28 MySQL Boulevard","NGO, JUSTIN","JUSTIN.NGO@sakilacustomer.org","519 Nyeri Manor"
"2005-05-27 13:28:52","2005-05-29 11:47:52","SUPERFLY TRIP","47 MySakila Drive","SPURLOCK, KYLE","KYLE.SPURLOCK@sakilacustomer.org","1269 Botosani Manor"
"2005-05-27 13:31:51","2005-05-30 16:58:51","ENGLISH BULWORTH","28 MySQL Boulevard","BERRY, REGINA","REGINA.BERRY@sakilacustomer.org","475 Atinsk Way"
"2005-05-27 13:32:39","2005-06-05 18:53:39","TIMBERLAND SKY","28 MySQL Boulevard","CALDWELL, KAY","KAY.CALDWELL@sakilacustomer.org","85 San Felipe de Puerto Plata Drive"
"2005-05-27 13:46:46","2005-05-30 12:43:46","INSIDER ARIZONA","28 MySQL Boulevard","BOUDREAU, BOBBY","BOBBY.BOUDREAU@sakilacustomer.org","1368 Maracabo Boulevard"
"2005-05-27 13:57:38","2005-05-31 18:23:38","DOLLS RAGE","28 MySQL Boulevard","TURNER, MARIE","MARIE.TURNER@sakilacustomer.org","1998 Halifax Drive"
"2005-05-27 13:57:39","2005-05-28 11:57:39","FIGHT JAWBREAKER","28 MySQL Boulevard","PERRY, SARA","SARA.PERRY@sakilacustomer.org","125 Citt del Vaticano Boulevard"
"2005-05-27 14:10:58","2005-06-02 10:40:58","SILENCE KANE","28 MySQL Boulevard","ALVAREZ, CHARLENE","CHARLENE.ALVAREZ@sakilacustomer.org","1842 Luzinia Boulevard"
"2005-05-27 14:11:22","2005-06-02 20:06:22","SWEETHEARTS SUSPECTS","47 MySakila Drive","SEWARD, LESLIE","LESLIE.SEWARD@sakilacustomer.org","1152 al-Qatif Lane"
"2005-05-27 14:14:14","2005-06-03 17:39:14","FIGHT JAWBREAKER","47 MySakila Drive","MORRELL, CRAIG","CRAIG.MORRELL@sakilacustomer.org","717 Changzhou Lane"
"2005-05-27 14:17:23","2005-05-29 15:07:23","FELLOWSHIP AUTUMN","47 MySakila Drive","SELBY, AARON","AARON.SELBY@sakilacustomer.org","1519 Santiago de los Caballeros Loop"
"2005-05-27 14:45:37","2005-06-03 11:11:37","SCISSORHANDS SLUMS","28 MySQL Boulevard","JOY, JOSEPH","JOSEPH.JOY@sakilacustomer.org","1354 Siegen Street"
"2005-05-27 14:48:20","2005-05-31 14:39:20","DETECTIVE VISION","28 MySQL Boulevard","HOWELL, WILLIE","WILLIE.HOWELL@sakilacustomer.org","1244 Allappuzha (Alleppey) Place"
"2005-05-27 14:51:45","2005-05-28 19:07:45","SLIPPER FIDELITY","28 MySQL Boulevard","ROYAL, DAVID","DAVID.ROYAL@sakilacustomer.org","827 Yuncheng Drive"
"2005-05-27 15:02:10","2005-05-29 10:34:10","LESSON CLEOPATRA","28 MySQL Boulevard","HANSEN, DELORES","DELORES.HANSEN@sakilacustomer.org","810 Palghat (Palakkad) Boulevard"
"2005-05-27 15:07:27","2005-05-29 20:01:27","JINGLE SAGEBRUSH","28 MySQL Boulevard","CHESTNUT, PEDRO","PEDRO.CHESTNUT@sakilacustomer.org","421 Yaound Street"
"2005-05-27 15:13:17","2005-06-04 12:05:17","PERSONAL LADYBUGS","47 MySakila Drive","PALMER, MEGAN","MEGAN.PALMER@sakilacustomer.org","1560 Jelets Boulevard"
"2005-05-27 15:15:11","2005-06-02 11:53:11","MAJESTIC FLOATS","28 MySQL Boulevard","BENNETT, JANE","JANE.BENNETT@sakilacustomer.org","1692 Ede Loop"
"2005-05-27 15:19:38","2005-06-03 15:07:38","CHANCE RESURRECTION","47 MySakila Drive","FOSTER, PHYLLIS","PHYLLIS.FOSTER@sakilacustomer.org","832 Nakhon Sawan Manor"
"2005-05-27 15:30:13","2005-06-04 13:19:13","PANKY SUBMARINE","28 MySQL Boulevard","MENDOZA, MARIAN","MARIAN.MENDOZA@sakilacustomer.org","829 Grand Prairie Way"
"2005-05-27 15:31:55","2005-06-01 11:47:55","DRIVER ANNIE","28 MySQL Boulevard","DANIELS, DANIELLE","DANIELLE.DANIELS@sakilacustomer.org","781 Shimonoseki Drive"
"2005-05-27 15:32:57","2005-06-02 19:03:57","GUN BONNIE","28 MySQL Boulevard","GREGORY, SONIA","SONIA.GREGORY@sakilacustomer.org","1279 Udine Parkway"
"2005-05-27 15:34:01","2005-06-05 09:44:01","NECKLACE OUTBREAK","28 MySQL Boulevard","GREEN, VIRGINIA","VIRGINIA.GREEN@sakilacustomer.org","391 Callao Drive"
"2005-05-27 15:51:30","2005-06-03 16:52:30","FORWARD TEMPLE","28 MySQL Boulevard","LANE, RENEE","RENEE.LANE@sakilacustomer.org","533 al-Ayn Boulevard"
"2005-05-27 15:56:57","2005-06-05 11:45:57","DOUBLE WRATH","47 MySakila Drive","HAVENS, ARNOLD","ARNOLD.HAVENS@sakilacustomer.org","1176 Southend-on-Sea Manor"
"2005-05-27 16:10:04","2005-06-05 13:22:04","GOLDFINGER SENSIBILITY","47 MySakila Drive","CRAIG, BOBBIE","BOBBIE.CRAIG@sakilacustomer.org","86 Higashiosaka Lane"
"2005-05-27 16:10:58","2005-05-31 17:24:58","ROBBERS JOON","28 MySQL Boulevard","PERKINS, GERALDINE","GERALDINE.PERKINS@sakilacustomer.org","97 Shimoga Avenue"
"2005-05-27 16:21:26","2005-06-05 20:23:26","ANGELS LIFE","28 MySQL Boulevard","SANBORN, GENE","GENE.SANBORN@sakilacustomer.org","1416 San Juan Bautista Tuxtepec Avenue"
"2005-05-27 16:22:10","2005-06-05 13:10:10","HILLS NEIGHBORS","47 MySakila Drive","WEAVER, YOLANDA","YOLANDA.WEAVER@sakilacustomer.org","605 Rio Claro Parkway"
"2005-05-27 16:31:05","2005-06-05 11:29:05","WONDERFUL DROP","47 MySakila Drive","MCWHORTER, RAYMOND","RAYMOND.MCWHORTER@sakilacustomer.org","503 Sogamoso Loop"
"2005-05-27 16:40:29","2005-05-29 16:20:29","DOZEN LION","28 MySQL Boulevard","CAMPBELL, CATHERINE","CATHERINE.CAMPBELL@sakilacustomer.org","46 Pjatigorsk Lane"
"2005-05-27 16:40:40","2005-05-30 19:55:40","VOYAGE LEGALLY","28 MySQL Boulevard","VEST, JULIAN","JULIAN.VEST@sakilacustomer.org","923 Tangail Boulevard"
